host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month,about_length,days_hosting,num_verifications,num_amenities
within a few hours,1,0.97,t,0,t,t,Entire home/apt,6,2 baths,2,3,519,2,10,14,40,59,285,20,20,1,5,4.95,4.95,5,5,4.9,4.95,f,2.43,0,1423,6,38
within an hour,0.99,0.98,t,171,t,t,Entire home/apt,14,4 baths,6,8,419,1,365,23,48,69,338,5,5,2,4.8,4.8,4.6,5,4.6,4.4,4.6,t,3.49,63,1853,7,41
within an hour,0.99,0.98,t,171,t,t,Entire home/apt,14,4 baths,6,11,434,1,365,19,42,58,333,6,6,1,5,5,5,4.83,5,4.17,5,t,2.28,63,1853,7,41
within a day,0.96,0.87,t,5,t,t,Entire home/apt,6,1 bath,2,2,129,2,1125,5,33,53,328,41,41,4,4.9,4.9,4.9,4.9,4.85,4.8,4.85,t,17.32,0,279,6,43
within an hour,1,0.94,t,8,t,t,Entire home/apt,6,2.5 baths,3,3,135,30,365,0,5,35,175,4,4,0,5,5,5,5,5,5,5,f,0.61,13,2941,8,19
within an hour,1,1,f,0,t,f,Entire home/apt,2,1 bath,1,1,199,2,7,22,36,36,59,2,2,2,5,5,5,5,5,5,5,f,2,57,1979,2,15
within an hour,1,1,t,110,t,t,Entire home/apt,6,3 baths,3,3,538,1,365,9,27,43,310,22,22,2,4.77,4.82,5,5,4.86,4.86,4.68,t,2.83,0,1376,8,34
within an hour,1,1,t,0,t,t,Entire home/apt,6,2 baths,2,3,295,2,1125,2,6,6,167,19,19,4,4.84,4.95,4.95,5,5,5,4.79,t,2.45,0,2253,5,54
within an hour,1,1,t,2,t,f,Entire home/apt,4,2 baths,2,2,145,2,4,8,32,62,337,22,22,3,4.95,4.95,5,5,5,4.73,4.91,t,4.05,33,2729,4,46
within an hour,1,1,t,2,t,t,Entire home/apt,6,1 bath,3,4,320,2,14,27,57,87,350,13,13,5,5,5,5,5,5,4.85,4.92,t,1.58,0,1788,9,28
within an hour,1,0.98,f,4,t,f,Entire home/apt,4,1 bath,2,2,193,1,1125,0,0,0,0,45,45,7,4.86,4.98,4.77,5,4.91,4.77,4.73,t,5.97,76,2708,4,51
within an hour,1,1,t,1,t,t,Entire home/apt,4,1 bath,1,2,131,2,7,6,18,48,138,24,24,6,5,5,5,5,5,4.92,5,t,4.26,0,258,1,50
within an hour,1,0.99,t,0,t,t,Entire home/apt,6,2.5 baths,2,3,332,2,1125,3,18,37,123,51,51,4,4.98,4.96,5,5,5,4.98,4.8,t,8.27,81,1667,7,41
within an hour,1,1,t,110,t,t,Entire home/apt,6,2 baths,2,3,395,1,365,10,26,48,323,10,10,0,5,5,5,5,4.9,4.9,4.8,t,1.21,0,1376,8,32
within an hour,1,0.96,t,1,t,f,Private room,2,1 shared bath,1,1,65,2,1125,18,21,21,21,5,5,0,5,5,5,5,5,5,5,f,0.63,0,1992,4,42
within an hour,1,0.96,t,1,t,f,Private room,2,1 shared bath,1,3,60,2,1125,18,21,21,21,7,7,0,5,5,4.71,5,5,4.57,5,f,0.96,0,1992,4,41
within an hour,1,1,t,110,t,t,Entire home/apt,8,2 baths,2,5,366,1,365,13,32,39,314,13,13,1,5,5,4.92,5,4.92,5,4.92,t,1.59,0,1376,8,31
within an hour,0.89,0.99,f,729,t,f,Entire home/apt,6,3 baths,2,3,229,2,1125,11,33,63,338,9,9,3,5,4.89,5,5,4.89,4.89,5,t,1.79,61,1489,3,25
within an hour,1,1,t,16,t,t,Entire home/apt,12,2 baths,4,6,237,2,365,15,37,58,333,18,18,3,5,4.94,5,5,5,4.89,4.89,t,2.63,35,980,4,38
within an hour,1,0.99,t,0,t,t,Entire home/apt,2,1 bath,1,1,157,2,7,13,38,53,53,32,32,3,5,5,5,5,5,5,4.91,t,26.67,35,3243,4,40
within an hour,1,1,t,1,t,t,Entire home/apt,3,1 bath,1,2,93,1,1125,15,45,75,350,15,15,0,4.8,4.67,4.87,4.87,4.8,4.93,4.8,t,1.82,307,1509,7,47
within an hour,1,1,t,1,t,f,Entire home/apt,2,1 bath,1,1,117,2,45,3,24,54,141,59,59,7,5,5,4.97,5,5,4.98,4.97,t,44.25,0,249,2,38
within an hour,1,1,f,0,t,t,Entire home/apt,2,1 bath,1,1,125,2,1125,5,18,35,35,5,5,2,5,4.8,5,5,5,5,4.8,t,2.54,7,755,4,44
within an hour,1,1,t,2,t,t,Entire home/apt,2,1 bath,1,1,106,2,14,4,16,35,93,38,38,8,5,4.97,5,5,5,5,5,t,5.4,12,2744,5,30
within an hour,0.9,0.98,t,2,t,t,Entire home/apt,8,2 baths,2,2,316,3,1125,9,9,9,176,19,19,2,4.95,4.79,4.84,4.95,5,5,4.89,t,13.26,0,910,2,65
within an hour,1,1,f,188,t,t,Entire home/apt,8,2 baths,3,4,119,2,1125,7,25,47,320,11,11,1,4.91,4.73,4.82,5,4.73,4.45,4.36,t,1.54,165,1502,4,26
within an hour,1,1,t,1,t,t,Entire home/apt,4,1 bath,1,2,115,1,29,0,0,0,0,37,37,9,5,5,5,5,5,5,5,t,5.41,0,2635,6,45
within an hour,1,0.98,f,1,t,t,Entire home/apt,4,1.5 baths,2,2,127,2,1125,9,26,48,323,31,31,4,4.74,4.9,4.58,4.9,4.97,4.77,4.77,t,24.47,0,2416,5,45
within an hour,0.95,1,f,0,t,t,Entire home/apt,4,2 baths,2,2,185,1,365,13,30,57,324,6,6,1,4.67,5,4.83,5,5,5,4.5,t,1.16,101,2974,5,18
within an hour,0.95,1,f,0,t,t,Entire home/apt,4,1 bath,1,2,160,1,365,17,41,71,340,6,6,0,4.5,4.67,5,4.83,4.83,4.83,4.17,t,1.89,101,2974,5,18
within an hour,0.95,1,f,0,t,t,Entire home/apt,2,1 bath,1,1,150,1,365,14,37,65,330,6,6,1,4.83,5,4.83,5,5,5,4.83,t,0.9,101,2974,5,18
within an hour,0.95,1,f,0,t,t,Entire home/apt,2,1 bath,1,1,231,1,365,7,31,61,336,4,4,0,5,5,4.75,5,5,5,5,t,0.91,101,2974,5,18
within an hour,0.95,1,f,0,t,t,Entire home/apt,4,1 bath,1,2,160,1,365,12,35,61,336,9,9,2,4.78,4.89,4.89,4.89,4.33,5,4.44,t,1.38,101,2974,5,21
within an hour,0.95,1,f,0,t,t,Entire home/apt,10,3 baths,3,5,555,1,365,18,37,64,337,3,3,1,5,5,5,5,5,5,5,t,0.74,101,2974,5,19
within an hour,1,1,t,110,t,t,Entire home/apt,2,1 bath,1,1,145,1,365,4,23,36,299,25,25,3,4.76,4.72,4.72,4.92,4.88,4.92,4.64,t,3.5,0,1376,8,32
within an hour,1,1,t,16,t,t,Entire home/apt,4,1 bath,2,2,151,1,365,6,26,50,308,47,47,4,4.94,5,5,4.98,5,4.62,4.74,t,6.24,35,980,4,38
within an hour,0.98,1,t,2,t,t,Entire home/apt,3,1 bath,1,1,99,3,29,19,49,79,354,82,82,7,4.8,4.87,4.88,4.93,4.87,4.91,4.78,t,10.88,52,1035,4,14
within an hour,1,0.95,t,1,t,t,Private room,3,1 shared bath,1,1,99,1,100,3,27,57,332,21,21,3,5,5,5,5,4.95,5,5,t,4.06,93,2073,8,57
within an hour,0.98,1,t,2,t,t,Entire home/apt,6,2 baths,3,3,184,3,29,19,49,79,354,53,53,4,4.91,4.96,4.85,4.96,4.91,4.94,4.87,t,7.5,52,1035,4,26
within an hour,1,0.71,t,4,t,f,Entire home/apt,4,2 baths,2,2,135,3,1125,20,50,80,355,1,1,0,5,5,5,5,5,4,5,f,0.18,0,2034,2,13
within an hour,1,0.71,t,4,t,f,Entire home/apt,4,2 baths,2,2,135,3,360,20,47,77,352,4,4,2,5,5,4.75,5,5,4.25,5,f,0.94,0,2034,2,13
within an hour,1,1,t,1,t,t,Private room,2,1 private bath,1,1,79,2,1125,0,0,0,0,31,31,3,5,5,5,4.97,5,4.97,4.93,t,9.21,52,2099,7,37
within an hour,1,0.98,t,0,t,t,Entire home/apt,9,2 baths,3,6,100,2,1125,2,10,29,119,26,26,1,4.81,4.77,4.92,5,4.88,4.58,4.81,f,4.59,9,3049,7,34
within an hour,0.89,0.99,f,729,t,f,Entire home/apt,8,2 baths,3,5,395,2,1125,13,28,55,330,12,12,3,5,5,5,5,5,4.92,4.92,t,1.88,61,1489,3,35
within an hour,1,1,t,4,t,t,Entire home/apt,2,1 bath,1,1,51,30,1125,0,0,0,74,1,1,0,5,5,5,5,5,5,5,f,0.37,67,1335,6,47
within an hour,1,1,t,110,t,t,Entire home/apt,6,2 baths,2,3,481,1,365,8,22,46,319,15,15,2,4.8,4.93,5,4.93,4.87,4.93,4.73,t,2.09,0,1376,8,35
within an hour,1,1,t,110,t,t,Entire home/apt,4,1 bath,1,2,295,1,365,19,49,79,354,17,17,0,4.65,4.71,5,4.82,4.71,5,4.65,t,2.37,0,1376,8,34
within an hour,1,1,t,0,t,t,Entire home/apt,4,1 bath,2,2,244,2,30,14,37,67,157,18,18,3,5,5,4.94,5,5,5,4.94,t,3.23,0,223,1,24
within an hour,0.98,1,f,7,t,t,Entire home/apt,6,2 baths,3,4,264,1,29,15,45,72,347,54,54,3,4.74,4.72,4.59,4.91,4.87,4.94,4.7,t,7.4,5,222,2,40
within an hour,1,0.97,t,1,t,t,Entire home/apt,5,1 bath,2,3,170,2,30,6,28,55,145,47,47,11,4.94,4.94,4.98,4.98,4.98,4.83,4.81,f,8.34,0,1242,5,35
within an hour,1,1,t,3,t,f,Entire home/apt,7,2 baths,3,4,231,2,14,26,56,86,266,14,14,1,4.93,4.93,4.93,5,5,4.93,4.64,t,2.37,51,651,2,51
within an hour,1,1,t,110,t,t,Entire home/apt,6,2 baths,2,3,481,1,365,11,27,42,311,28,28,3,4.93,5,4.96,4.96,4.86,4.96,4.71,t,6.46,0,1376,8,30
within an hour,1,1,t,1,t,t,Entire home/apt,6,2 baths,2,2,100,30,1125,7,7,7,53,2,2,1,5,5,5,5,5,5,5,t,0.81,44,2030,6,25
within an hour,1,1,t,0,t,t,Entire home/apt,4,1 bath,2,3,240,2,1125,6,22,39,129,30,30,6,5,4.97,5,5,5,4.9,4.93,f,5.29,0,2510,8,25
within an hour,1,0.99,t,0,t,f,Entire home/apt,2,1 bath,1,1,94,1,20,14,35,39,39,48,48,8,4.98,4.98,4.96,4.96,4.98,4.92,4.92,t,6.79,0,747,2,27
within an hour,0.99,0.98,t,171,t,t,Entire home/apt,6,2 baths,3,4,371,1,365,11,32,62,337,5,5,1,4.8,5,4.8,5,5,4.8,4.4,t,0.92,63,1853,7,37
within an hour,0.99,0.98,t,171,t,t,Entire home/apt,11,5 baths,5,12,861,1,365,17,40,66,324,1,1,0,5,5,5,5,5,5,4,t,0.21,63,1853,7,42
within an hour,0.98,1,f,7,t,t,Entire home/apt,2,1 bath,1,2,83,3,29,0,0,0,0,59,59,8,4.63,4.66,4.73,4.97,4.8,4.78,4.54,t,12.46,5,222,2,13
within an hour,0.98,0.99,t,6,t,t,Entire home/apt,16,4 baths,6,6,613,3,29,26,49,73,348,29,29,2,4.59,4.62,4.55,4.9,4.83,4.76,4.59,t,10.61,16,217,2,23
within an hour,0.98,1,t,2,t,t,Entire home/apt,2,1 bath,1,1,92,3,29,23,53,83,358,77,77,6,4.36,4.45,4.62,4.57,4.68,4.69,4.32,t,10.79,52,1035,4,9
within an hour,1,0.97,t,0,t,t,Entire home/apt,2,1 bath,1,1,115,2,14,20,50,65,65,25,25,5,5,5,5,5,5,4.88,4.96,t,10.14,0,1071,4,44
within an hour,0.98,1,t,2,t,t,Entire home/apt,2,1 bath,1,1,99,3,29,19,49,79,354,89,89,11,4.97,4.97,4.89,4.92,4.97,4.96,4.9,t,22.82,52,1035,4,13
within an hour,1,1,f,188,t,t,Entire home/apt,6,2 baths,3,3,293,4,1125,2,13,25,296,1,1,0,5,5,5,5,5,5,4,t,0.59,165,1502,4,28
within an hour,1,0.96,t,0,t,t,Entire home/apt,6,1 bath,2,3,150,1,30,1,10,26,70,21,21,12,4.9,4.95,4.81,4.9,5,4.81,4.95,f,9.26,108,216,2,53
within an hour,0.98,1,f,7,t,t,Entire home/apt,4,1 bath,2,2,141,3,29,14,44,74,347,55,55,6,4.6,4.64,4.82,4.84,4.73,4.69,4.56,t,11.7,5,222,2,23
within an hour,0.89,0.99,f,729,t,f,Entire home/apt,11,3 baths,5,6,424,2,1125,17,36,55,327,12,12,1,5,4.92,5,5,5,4.92,4.92,t,1.7,61,1489,3,29
within an hour,1,0.97,t,0,t,f,Entire home/apt,4,1 bath,1,1,91,2,1125,9,24,54,234,22,22,3,4.73,4.86,4.91,5,5,4.91,4.91,t,4.52,0,2294,3,35
within an hour,1,1,t,2,t,t,Entire home/apt,4,1 bath,2,2,321,2,30,23,34,34,34,25,25,3,4.92,4.92,4.92,5,4.96,4.8,4.8,t,10.56,0,1603,3,37
within an hour,0.98,0.99,t,6,t,t,Entire home/apt,5,1 bath,2,3,190,3,29,18,48,78,353,47,47,7,4.7,4.7,4.81,4.89,4.79,4.62,4.57,t,10.22,16,217,2,26
within an hour,1,1,t,0,t,f,Entire home/apt,2,1 bath,1,1,76,2,1125,12,36,59,149,37,37,4,4.92,4.92,4.84,4.95,4.97,4.95,4.92,t,5.72,0,1456,2,43
within an hour,0.98,0.99,t,6,t,t,Entire home/apt,8,2 baths,4,4,186,3,29,25,52,82,357,34,34,5,4.85,4.85,4.97,4.91,4.97,4.79,4.76,t,7.39,16,217,2,26
within an hour,1,0.98,f,1,t,t,Entire home/apt,6,1.5 baths,2,2,194,1,1125,9,27,51,326,39,39,5,5,5,4.97,5,5,4.95,4.97,t,7.85,0,1914,7,57
within an hour,1,1,t,2,t,f,Entire home/apt,8,2 baths,4,4,203,2,365,18,45,69,344,21,21,2,4.9,4.86,5,5,5,4.76,4.86,t,3.07,63,1764,7,28
within an hour,1,0.99,t,0,t,t,Entire home/apt,4,1 bath,1,2,65,1,9,5,8,23,23,42,42,5,4.95,4.9,4.88,4.95,4.93,4.98,4.9,t,6.15,67,1391,8,40
within an hour,1,1,t,1,t,t,Entire home/apt,5,2 baths,3,3,170,30,90,1,1,14,194,2,2,0,5,5,5,5,5,5,5,t,1.71,32,1262,5,50
within an hour,1,1,t,0,t,t,Entire home/apt,4,1 bath,1,1,186,1,7,8,30,54,54,20,20,4,4.85,4.75,4.9,4.85,4.8,4.85,4.5,t,3.51,0,464,2,16
within an hour,1,1,f,188,t,t,Entire home/apt,4,1 bath,1,2,170,2,1125,2,20,50,321,7,7,1,5,5,5,5,5,5,4.57,t,1.29,165,1502,4,29
within an hour,1,1,t,22,t,t,Entire home/apt,11,3 baths,4,7,528,2,9,0,0,0,0,23,23,2,4.95,4.91,4.95,5,5,4.77,4.73,t,21.56,166,3346,6,77
within an hour,0.99,0.98,t,171,t,t,Entire home/apt,6,2 baths,3,4,391,1,365,13,37,64,339,2,2,0,5,5,5,5,5,5,5,t,0.38,63,1853,7,36
within an hour,1,1,t,0,t,t,Entire home/apt,2,1 bath,1,1,120,2,1125,6,25,55,138,22,22,5,5,5,4.95,5,5,4.95,4.95,f,3.91,139,2681,5,41
within an hour,1,1,t,1,t,t,Entire home/apt,4,1 bath,1,2,124,2,28,15,45,75,165,21,21,2,4.86,4.9,4.9,5,5,4.86,4.95,t,3.18,0,203,1,56
within an hour,0.95,1,t,1,t,t,Entire home/apt,4,1 bath,2,3,284,3,29,21,48,78,353,55,55,7,4.91,4.91,4.98,4.95,4.89,4.78,4.82,t,11.07,5,201,2,34
within an hour,0.95,1,t,1,t,t,Entire home/apt,4,1 bath,1,0,233,3,29,22,52,82,357,54,54,5,4.85,4.89,4.8,4.91,4.87,4.78,4.78,t,54,5,201,2,33
within an hour,1,0.71,t,4,t,f,Entire home/apt,4,2 baths,2,2,135,3,1125,2,2,4,279,5,5,1,4.6,5,5,5,5,4,4.8,f,0.89,0,2034,2,13
within an hour,1,1,t,0,t,t,Entire home/apt,4,1 bath,1,2,306,2,14,0,0,0,0,39,39,7,4.97,4.97,5,4.97,5,5,4.92,f,6.96,41,201,2,22
within an hour,1,0.99,t,5,t,t,Entire home/apt,12,2 baths,3,6,302,1,1125,22,47,77,111,25,25,5,4.8,4.84,4.92,4.92,4.96,4.6,4.68,t,5.28,57,722,4,51
within an hour,1,1,t,0,t,f,Entire home/apt,2,1 bath,1,1,146,2,31,16,46,76,166,21,21,5,5,5,5,5,5,5,4.95,t,3.2,0,1859,1,51
within a day,1,1,f,0,t,f,Entire home/apt,4,1 bath,1,1,145,2,4,21,49,79,79,18,18,4,5,4.94,4.89,5,5,4.94,4.67,f,2.93,0,199,2,23
within an hour,0.98,1,f,7,t,t,Entire home/apt,2,1 bath,1,1,112,1,29,19,49,79,354,69,69,10,4.93,4.91,4.94,4.99,4.91,4.86,4.84,t,22.26,5,222,2,12
within an hour,1,1,t,2,t,f,Entire home/apt,6,2 baths,3,4,296,2,1125,5,20,38,128,19,19,5,5,4.95,4.95,5,4.89,4.95,4.95,t,6.13,10,3120,4,35
within an hour,1,0.98,t,1,t,t,Entire home/apt,4,2.5 baths,2,2,428,3,30,0,0,13,102,6,6,0,5,5,5,5,5,5,4.83,t,1.29,170,1529,9,56
within an hour,1,0.97,t,1,t,t,Entire home/apt,6,3.5 baths,3,3,559,2,14,10,24,41,292,8,8,1,5,5,5,5,5,5,5,t,1.47,0,196,1,25
within an hour,1,1,t,0,t,t,Entire home/apt,4,1 bath,2,2,122,3,1125,14,41,71,346,25,25,4,4.92,4.92,5,5,4.88,4.96,4.72,t,4.44,0,195,1,14
within an hour,1,1,f,0,t,t,Entire home/apt,4,2 baths,3,3,149,30,1125,0,0,19,42,1,1,0,5,5,5,5,5,5,5,t,0.37,26,3108,4,66
within an hour,0.99,0.98,t,171,t,t,Entire home/apt,6,2 baths,3,4,290,1,365,20,46,65,340,4,4,0,3,3.25,4,4.5,4,3,2.75,t,0.8,63,1853,7,34
within an hour,1,1,t,0,t,f,Entire home/apt,8,2 baths,3,5,315,2,1125,12,39,61,136,26,26,3,5,5,5,5,5,4.96,5,f,4.59,50,401,1,63
within an hour,0.99,1,t,1,t,t,Entire home/apt,2,1 bath,1,2,127,1,29,21,51,81,356,80,80,10,4.8,4.8,4.83,4.95,4.89,4.78,4.69,t,12.83,0,189,2,17
within an hour,1,1,t,0,t,t,Entire home/apt,4,1 bath,2,2,185,2,29,16,39,56,102,23,23,4,4.96,4.91,4.96,5,5,4.87,4.74,f,4.26,75,747,4,58
within an hour,0.99,1,t,1,t,t,Entire home/apt,2,1 bath,1,1,105,1,29,21,51,81,356,58,58,13,4.9,4.9,4.9,4.97,5,4.74,4.76,t,9.41,0,189,2,11
within an hour,0.97,1,f,111,t,t,Entire home/apt,8,3 baths,4,4,465,1,365,6,31,53,158,1,1,0,5,5,5,5,5,5,5,t,0.59,0,1588,6,24
within an hour,1,1,t,0,t,t,Entire home/apt,2,1 bath,1,2,131,2,7,3,18,41,131,24,24,3,5,5,5,5,4.96,4.88,4.92,f,4.07,27,2462,6,43
within an hour,0.99,1,t,1,t,t,Entire home/apt,2,1 bath,1,2,127,1,28,11,41,71,346,69,69,12,4.9,4.88,4.96,4.93,4.93,4.75,4.78,t,12.78,0,189,2,12
within an hour,1,1,t,110,t,t,Entire home/apt,6,2 baths,2,2,466,1,365,14,37,49,105,13,13,0,4.85,4.92,5,5,4.92,4.77,4.62,t,2.25,0,1376,8,31
within an hour,1,1,t,110,t,t,Entire home/apt,2,1 bath,1,2,381,1,365,10,34,64,339,19,19,2,4.74,4.79,4.79,5,5,5,4.58,t,3.18,0,1376,8,29
within an hour,1,1,t,0,t,f,Entire home/apt,4,2.5 baths,2,2,164,1,30,6,10,10,10,21,21,4,5,5,4.95,5,5,5,5,t,3.91,72,281,1,57
within an hour,1,1,t,0,t,t,Entire home/apt,2,1 bath,1,1,95,1,1125,17,47,77,77,45,45,8,4.96,5,5,5,4.96,4.78,4.98,t,7.89,92,2598,6,33
within an hour,1,0.99,t,0,t,t,Entire home/apt,2,1 bath,1,1,95,2,1125,6,13,14,214,59,59,9,4.98,5,5,5,4.97,4.97,4.9,t,20.58,0,2396,4,20
within an hour,1,1,t,0,t,t,Entire home/apt,6,2 baths,3,5,185,2,1125,19,47,77,352,10,10,4,4.9,4.7,5,5,4.9,4.9,4.6,t,3.41,0,181,2,11
within an hour,1,1,t,0,t,t,Entire home/apt,8,2 baths,4,5,300,3,1125,14,36,57,229,21,21,4,4.9,4.95,4.95,5,4.95,4.9,4.86,f,4.74,61,2088,7,21
within an hour,1,1,t,1,t,t,Entire home/apt,5,1 bath,2,2,210,2,1125,22,52,82,172,11,11,2,5,4.91,5,4.91,4.91,4.91,4.82,t,3.37,0,1611,7,27
within an hour,1,1,t,3,t,t,Entire home/apt,4,1 bath,2,2,184,2,1125,15,42,63,243,22,22,4,5,4.95,4.82,4.95,4.95,4.77,4.82,t,5.79,32,4327,5,31
within an hour,0.89,0.99,f,729,t,f,Entire home/apt,4,1 bath,2,2,126,2,1125,7,29,59,334,5,5,1,4,4.2,4.2,4.2,4.4,4.6,4.2,t,1.28,61,1489,3,27
within an hour,1,1,t,0,t,f,Entire home/apt,8,2 baths,3,6,201,3,30,13,36,56,231,27,27,3,4.96,4.96,4.96,5,4.96,4.89,4.96,f,5.29,0,711,2,54
within an hour,1,1,t,110,t,t,Entire home/apt,6,2 baths,2,3,409,1,365,11,26,48,320,10,10,1,4.9,5,5,4.8,5,4.9,4.8,t,1.76,0,1376,8,27
within an hour,1,0.98,t,0,t,f,Entire home/apt,2,1.5 baths,1,1,130,3,1125,6,31,61,336,9,9,2,5,5,5,5,5,5,4.89,f,2.87,0,172,2,58
within an hour,1,0.97,f,1,t,t,Private room,2,1 private bath,1,1,94,2,5,19,49,68,68,19,19,5,4.74,4.79,4.89,5,4.95,4.74,4.95,t,4.91,0,172,2,36
within a day,1,0.67,f,0,t,f,Entire home/apt,2,1 bath,2,2,70,30,90,0,12,42,178,2,2,0,5,5,5,5,5,5,5,f,0.8,0,1903,5,15
within an hour,0.89,0.99,f,729,t,f,Entire home/apt,14,5 baths,5,7,659,3,1125,7,14,35,300,5,5,1,5,5,5,5,5,4.8,5,t,1.61,61,1489,3,30
within an hour,1,0.97,t,1,t,t,Entire home/apt,2,1 bath,1,1,204,2,1125,12,31,52,142,21,21,3,4.95,4.9,5,4.95,4.95,4.95,4.81,t,4.67,0,950,3,54
within an hour,1,1,t,2,t,t,Entire home/apt,10,3 baths,5,5,399,3,1125,13,34,55,330,8,8,1,4.88,4.88,4.88,4.88,4.88,4.88,4.88,t,1.78,128,1016,2,50
within an hour,1,0.99,t,0,t,t,Entire home/apt,2,1 bath,1,2,89,1,7,13,43,73,163,38,38,7,4.97,4.95,5,5,5,4.87,4.97,t,10.75,0,165,1,51
within an hour,1,0.99,t,3,f,t,Entire home/apt,2,1 bath,1,3,80,29,1125,0,0,15,259,2,2,1,5,5,5,5,5,5,5,f,0.87,83,2302,6,23
within an hour,1,1,t,110,t,t,Entire home/apt,8,2 baths,2,3,395,1,365,16,42,70,345,11,11,0,4.82,4.91,5,5,5,4.82,4.73,t,2.1,0,1376,8,32
within an hour,1,0.97,f,110,t,t,Entire home/apt,6,2 baths,3,3,205,30,1125,20,20,21,296,3,3,0,4.33,4.67,4.33,5,4.67,4.67,4,f,0.83,320,3897,9,39
within an hour,1,1,t,0,t,f,Entire home/apt,4,1 bath,2,2,178,2,1125,12,38,68,68,23,23,3,4.83,4.78,5,5,4.91,4.43,4.74,t,4.83,0,175,2,44
within an hour,0.98,0.96,t,10,t,t,Entire home/apt,4,1 bath,1,1,300,1,13,11,35,64,154,25,25,3,4.96,4.96,5,4.96,4.96,5,4.92,f,5.86,49,3099,4,21
within an hour,1,1,t,0,t,f,Entire home/apt,4,1 bath,1,1,129,2,21,8,29,45,220,27,27,8,5,5,5,5,5,4.96,4.89,t,7.3,17,1642,2,38
within a day,1,1,t,0,t,t,Entire home/apt,4,1 bath,2,3,116,2,28,0,0,0,0,11,11,1,4.91,4.91,4.91,5,5,4.82,4.91,t,7.5,15,2087,4,44
within an hour,1,1,t,1,t,t,Entire home/apt,6,1 bath,2,3,137,1,7,0,0,0,0,14,14,0,4.93,5,4.93,5,5,4.93,4.93,t,3.28,113,2020,8,19
within an hour,1,1,f,0,t,f,Entire home/apt,3,1 bath,1,1,72,28,365,5,5,32,32,1,1,0,5,5,5,5,5,5,5,f,0.37,0,428,1,48
within an hour,1,1,t,1,t,t,Private room,4,1 private bath,1,1,125,2,1125,16,44,72,162,29,29,7,4.9,4.9,4.97,4.93,4.93,4.9,4.86,t,6.21,0,167,2,41
within an hour,1,0.96,t,1,t,f,Entire home/apt,6,2 baths,3,4,228,2,1125,19,44,58,58,14,14,3,5,5,5,5,5,5,5,f,2.98,0,1992,4,25
within a few hours,1,1,f,0,t,t,Entire home/apt,2,1 bath,1,1,125,2,1125,0,26,56,146,6,6,0,4.67,5,4.5,5,4.67,5,4.67,t,1.68,0,1969,2,19
within an hour,0.98,1,t,1,t,t,Private room,3,1 private bath,2,2,103,1,29,22,52,82,357,37,37,6,4.78,4.86,4.81,4.92,4.59,4.97,4.76,t,13.21,0,179,2,31
within an hour,1,0.99,t,1,t,t,Entire home/apt,2,1 bath,1,1,126,2,30,9,29,51,51,42,42,8,4.88,4.9,4.98,4.95,4.93,4.9,4.88,f,8.69,88,1347,7,33
within an hour,1,0.98,t,0,t,f,Entire home/apt,2,1.5 baths,1,1,175,3,1125,16,46,76,351,8,8,3,5,5,5,5,5,4.88,4.88,f,2.42,0,172,2,61
within an hour,1,1,t,0,t,t,Entire home/apt,2,1 bath,1,1,74,1,45,6,22,22,22,58,58,6,4.91,4.95,4.86,5,5,4.88,4.88,t,13.28,94,2590,5,40
within an hour,1,0.94,t,0,t,f,Entire home/apt,4,1 bath,1,2,119,2,1125,0,0,0,0,24,24,5,5,5,5,5,5,4.96,5,f,5.07,0,1607,2,42
within an hour,1,1,t,25,t,f,Entire home/apt,8,3 baths,4,5,723,3,725,13,33,48,301,9,9,1,5,5,5,4.89,4.89,5,4.78,t,2.27,85,2029,4,24
within an hour,1,0.93,t,0,t,f,Entire home/apt,4,1 bath,2,3,229,2,1125,0,19,33,269,8,8,3,5,5,5,5,5,5,5,f,1.98,0,148,2,49
within an hour,1,0.97,t,3,t,t,Entire home/apt,2,1 bath,1,1,147,3,1125,11,18,35,35,6,6,4,4.83,5,5,5,5,5,5,f,4.62,143,3536,4,18
within an hour,1,1,t,110,t,t,Entire home/apt,6,3 baths,3,4,624,1,365,17,44,68,343,5,5,0,4.6,5,5,4.8,4.8,5,4.6,t,1.42,0,1376,8,33
within an hour,0.98,1,t,1,t,t,Entire home/apt,2,1 bath,1,2,159,1,29,18,48,78,353,33,33,8,4.76,4.82,4.79,4.82,4.73,4.82,4.73,t,6.97,0,179,2,23
within an hour,1,1,t,16,t,t,Entire home/apt,8,2 baths,3,3,229,1,365,16,41,69,344,27,27,7,4.96,4.96,4.96,5,5,4.89,4.74,t,7.94,35,980,4,36
within an hour,1,1,t,18,t,f,Entire home/apt,2,1 bath,1,0,37,2,7,25,55,85,175,10,10,1,5,5,4.9,4.9,4.9,4.9,5,f,2.21,13,1490,4,12
within an hour,1,0.96,f,0,t,t,Private room,4,2 baths,2,2,116,1,30,22,44,44,44,16,16,9,5,4.94,5,5,5,4.94,5,f,6.58,0,963,6,31
